START TIME,STOP TIME,DURATION (min),CONSUMPTION (kWh),Charger,AvPower
9/11/2019,9/11/2019,50,30.1,Quick,36.12
9/11/2019,9/11/2019,38,21.1,Quick,33.31578947
9/11/2019,9/11/2019,23,7.5,Quick,19.56521739
9/11/2019,9/11/2019,45,32.1,Quick,42.8
9/11/2019,9/11/2019,189,7.23,Normal,2.295238095
9/11/2019,9/11/2019,92,3.36,Normal,2.191304348
9/11/2019,9/11/2019,28,2.3,Quick,4.928571429
9/11/2019,9/11/2019,34,10.8,Quick,19.05882353
9/11/2019,9/11/2019,9,2.3,Quick,15.33333333
9/11/2019,9/11/2019,32,5.5,Quick,10.3125
9/11/2019,9/11/2019,93,3.14,Normal,2.025806452
9/11/2019,9/11/2019,36,14.3,Quick,23.83333333
9/11/2019,9/11/2019,404,7,Normal,1.03960396
9/11/2019,9/11/2019,42,2.3,Quick,3.285714286
9/11/2019,9/11/2019,14,8.3,Quick,35.57142857
9/11/2019,9/11/2019,13,0.4,Normal,1.846153846
9/11/2019,9/11/2019,162,5.72,Normal,2.118518519
9/11/2019,9/11/2019,31,13.6,Quick,26.32258065
9/11/2019,9/11/2019,20,12.7,Quick,38.1
9/11/2019,9/11/2019,11,2.6,Quick,14.18181818
9/11/2019,9/11/2019,23,9.1,Quick,23.73913043
9/11/2019,9/11/2019,16,9.1,Quick,34.125
9/11/2019,9/11/2019,11,1,Quick,5.454545455
9/11/2019,9/11/2019,31,12.4,Quick,24
9/11/2019,9/11/2019,12,1.9,Quick,9.5
9/11/2019,9/11/2019,24,5.4,Quick,13.5
9/11/2019,9/11/2019,36,17.1,Quick,28.5
9/11/2019,9/11/2019,35,21,Quick,36
9/11/2019,9/11/2019,27,18,Quick,40
9/11/2019,9/11/2019,25,15.8,Quick,37.92
9/11/2019,9/11/2019,16,9.3,Quick,34.875
9/11/2019,9/11/2019,98,74.9,Quick,45.85714286
9/11/2019,9/11/2019,8,1.1,Quick,8.25
9/11/2019,9/11/2019,21,5.3,Quick,15.14285714
9/11/2019,9/11/2019,23,7,Quick,18.26086957
9/11/2019,9/11/2019,30,12,Quick,24
9/11/2019,9/11/2019,30,21.2,Quick,42.4
9/11/2019,9/11/2019,40,26.4,Quick,39.6
9/11/2019,9/11/2019,17,3.7,Quick,13.05882353
9/11/2019,9/11/2019,32,7,Quick,13.125
9/11/2019,9/11/2019,27,9.7,Quick,21.55555556
9/11/2019,9/11/2019,27,15,Quick,33.33333333
9/11/2019,9/11/2019,34,7.5,Quick,13.23529412
9/11/2019,9/11/2019,207,21.2,Quick,6.144927536
9/11/2019,9/11/2019,219,30.8,Quick,8.438356164
9/11/2019,9/11/2019,26,7.7,Quick,17.76923077
9/11/2019,9/11/2019,30,19.7,Quick,39.4
9/11/2019,9/11/2019,42,11.2,Quick,16
8/11/2019,9/11/2019,73,51.9,Quick,42.65753425
8/11/2019,9/11/2019,182,21,Quick,6.923076923
8/11/2019,8/11/2019,46,23.1,Quick,30.13043478
8/11/2019,8/11/2019,29,15.4,Quick,31.86206897
8/11/2019,8/11/2019,33,8.5,Quick,15.45454545
8/11/2019,8/11/2019,17,10.8,Quick,38.11764706
8/11/2019,8/11/2019,41,23.6,Quick,34.53658537
8/11/2019,8/11/2019,15,8.4,Quick,33.6
8/11/2019,8/11/2019,24,5.9,Quick,14.75
8/11/2019,8/11/2019,61,3.5,Quick,3.442622951
8/11/2019,8/11/2019,26,13.9,Quick,32.07692308
8/11/2019,8/11/2019,32,16.5,Quick,30.9375
8/11/2019,8/11/2019,10,4.8,Quick,28.8
8/11/2019,8/11/2019,33,21.1,Quick,38.36363636
8/11/2019,9/11/2019,773,20.559,Normal,1.595782665
8/11/2019,8/11/2019,6,2.7,Quick,27
8/11/2019,8/11/2019,41,12.3,Quick,18
8/11/2019,8/11/2019,28,14.7,Quick,31.5
8/11/2019,8/11/2019,25,6.6,Quick,15.84
8/11/2019,8/11/2019,38,15.7,Quick,24.78947368
8/11/2019,8/11/2019,10,1.5,Quick,9
8/11/2019,8/11/2019,6,1.7,Quick,17
8/11/2019,8/11/2019,20,12.7,Quick,38.1
8/11/2019,8/11/2019,11,4.5,Quick,24.54545455
8/11/2019,8/11/2019,31,17.4,Quick,33.67741935
8/11/2019,8/11/2019,31,3.6,Quick,6.967741935
8/11/2019,8/11/2019,31,19.1,Quick,36.96774194
8/11/2019,8/11/2019,49,32.9,Quick,40.28571429
8/11/2019,8/11/2019,31,19.3,Quick,37.35483871
8/11/2019,8/11/2019,36,19.5,Quick,32.5
8/11/2019,8/11/2019,60,24,Quick,24
8/11/2019,8/11/2019,33,14.5,Quick,26.36363636
8/11/2019,8/11/2019,20,5.5,Quick,16.5
8/11/2019,8/11/2019,31,5.3,Quick,10.25806452
8/11/2019,8/11/2019,39,10.6,Quick,16.30769231
8/11/2019,8/11/2019,7,2.2,Quick,18.85714286
8/11/2019,8/11/2019,28,16.7,Quick,35.78571429
8/11/2019,8/11/2019,18,8.4,Quick,28
8/11/2019,8/11/2019,32,13.2,Quick,24.75
8/11/2019,8/11/2019,12,0.8,Quick,4
8/11/2019,8/11/2019,22,3.5,Quick,9.545454545
8/11/2019,8/11/2019,59,16,Quick,16.27118644
8/11/2019,8/11/2019,51,33.7,Quick,39.64705882
8/11/2019,8/11/2019,7,3.4,Quick,29.14285714
8/11/2019,8/11/2019,28,13.3,Quick,28.5
8/11/2019,8/11/2019,41,20.6,Quick,30.14634146
8/11/2019,8/11/2019,33,19.1,Quick,34.72727273
8/11/2019,8/11/2019,31,10.2,Quick,19.74193548
8/11/2019,8/11/2019,22,12.4,Quick,33.81818182
8/11/2019,8/11/2019,79,27.3,Quick,20.73417722
8/11/2019,8/11/2019,21,8.7,Quick,24.85714286
8/11/2019,8/11/2019,5,3,Quick,36
8/11/2019,8/11/2019,25,5.9,Quick,14.16
8/11/2019,8/11/2019,44,11.4,Quick,15.54545455
8/11/2019,8/11/2019,24,16,Quick,40
8/11/2019,8/11/2019,49,20.5,Quick,25.10204082
8/11/2019,8/11/2019,25,10.7,Quick,25.68
8/11/2019,8/11/2019,27,11.2,Quick,24.88888889
8/11/2019,8/11/2019,24,6.4,Quick,16
8/11/2019,8/11/2019,34,13.5,Quick,23.82352941
8/11/2019,8/11/2019,24,7.3,Quick,18.25
8/11/2019,8/11/2019,139,6.02,Normal,2.598561151
8/11/2019,8/11/2019,24,6.3,Quick,15.75
8/11/2019,8/11/2019,41,1.5,Quick,2.195121951
8/11/2019,8/11/2019,43,21.3,Quick,29.72093023
8/11/2019,8/11/2019,22,8.7,Quick,23.72727273
8/11/2019,8/11/2019,19,6.7,Quick,21.15789474
8/11/2019,8/11/2019,46,10.8,Quick,14.08695652
8/11/2019,8/11/2019,39,27.1,Quick,41.69230769
8/11/2019,8/11/2019,243,5.28,Normal,1.303703704
8/11/2019,8/11/2019,109,3.48,Normal,1.91559633
8/11/2019,8/11/2019,248,7.98,Normal,1.930645161
8/11/2019,8/11/2019,49,3.6,Quick,4.408163265
8/11/2019,8/11/2019,31,8,Quick,15.48387097
8/11/2019,8/11/2019,33,11.2,Quick,20.36363636
8/11/2019,8/11/2019,6,2.3,Quick,23
8/11/2019,8/11/2019,24,6.2,Quick,15.5
8/11/2019,8/11/2019,19,6.2,Quick,19.57894737
8/11/2019,8/11/2019,27,12.6,Quick,28
8/11/2019,8/11/2019,28,8.1,Quick,17.35714286
8/11/2019,8/11/2019,25,5,Quick,12
8/11/2019,8/11/2019,50,3.8,Quick,4.56
8/11/2019,8/11/2019,35,23.4,Quick,40.11428571
8/11/2019,8/11/2019,37,2.2,Quick,3.567567568
8/11/2019,8/11/2019,49,37,Quick,45.30612245
8/11/2019,8/11/2019,8,2.9,Quick,21.75
8/11/2019,8/11/2019,302,1.24,Normal,0.246357616
8/11/2019,8/11/2019,13,4.9,Quick,22.61538462
8/11/2019,8/11/2019,34,10.5,Quick,18.52941176
8/11/2019,8/11/2019,35,12.1,Quick,20.74285714
8/11/2019,8/11/2019,18,6.8,Quick,22.66666667
8/11/2019,8/11/2019,32,9.3,Quick,17.4375
8/11/2019,8/11/2019,22,3,Quick,8.181818182
8/11/2019,8/11/2019,30,9.7,Quick,19.4
8/11/2019,8/11/2019,19,8.7,Quick,27.47368421
8/11/2019,8/11/2019,9,2.8,Quick,18.66666667
8/11/2019,8/11/2019,27,7.3,Quick,16.22222222
8/11/2019,8/11/2019,38,22.3,Quick,35.21052632
8/11/2019,8/11/2019,65,12.1,Quick,11.16923077
8/11/2019,8/11/2019,21,5.3,Quick,15.14285714
8/11/2019,8/11/2019,27,17.1,Quick,38
8/11/2019,8/11/2019,22,6.1,Quick,16.63636364
8/11/2019,8/11/2019,33,20.2,Quick,36.72727273
8/11/2019,8/11/2019,16,10.1,Quick,37.875
8/11/2019,8/11/2019,32,6.8,Quick,12.75
8/11/2019,8/11/2019,21,1.6,Quick,4.571428571
8/11/2019,8/11/2019,28,10,Quick,21.42857143
8/11/2019,8/11/2019,13,2.1,Quick,9.692307692
8/11/2019,8/11/2019,24,2,Quick,5
8/11/2019,8/11/2019,141,6.4,Normal,2.723404255
8/11/2019,8/11/2019,31,9.6,Quick,18.58064516
8/11/2019,8/11/2019,16,8.4,Quick,31.5
8/11/2019,8/11/2019,21,8.5,Quick,24.28571429
8/11/2019,8/11/2019,30,12.2,Quick,24.4
8/11/2019,8/11/2019,24,7.1,Quick,17.75
8/11/2019,8/11/2019,26,7.2,Quick,16.61538462
8/11/2019,8/11/2019,79,30.7,Quick,23.3164557
8/11/2019,8/11/2019,30,18.8,Quick,37.6
8/11/2019,8/11/2019,34,4.7,Quick,8.294117647
8/11/2019,8/11/2019,26,2.9,Quick,6.692307692
8/11/2019,8/11/2019,14,6.1,Quick,26.14285714
8/11/2019,8/11/2019,34,4.6,Quick,8.117647059
8/11/2019,8/11/2019,9,1.8,Quick,12
8/11/2019,8/11/2019,10,1,Quick,6
8/11/2019,8/11/2019,59,26.4,Quick,26.84745763
8/11/2019,8/11/2019,25,10.4,Quick,24.96
8/11/2019,8/11/2019,32,7,Quick,13.125
8/11/2019,8/11/2019,30,16.9,Quick,33.8
8/11/2019,8/11/2019,26,13.5,Quick,31.15384615
8/11/2019,8/11/2019,50,11.2,Quick,13.44
8/11/2019,8/11/2019,22,15.2,Quick,41.45454545
7/11/2019,8/11/2019,223,9.28,Normal,2.496860987
7/11/2019,7/11/2019,5,2.8,Quick,33.6
7/11/2019,7/11/2019,32,20.6,Quick,38.625
7/11/2019,7/11/2019,37,25.7,Quick,41.67567568
7/11/2019,7/11/2019,53,31.5,Quick,35.66037736
7/11/2019,7/11/2019,91,65.5,Quick,43.18681319
7/11/2019,7/11/2019,53,11.9,Quick,13.47169811
7/11/2019,7/11/2019,26,7.1,Quick,16.38461538
7/11/2019,7/11/2019,17,10.9,Quick,38.47058824
7/11/2019,8/11/2019,639,17.09,Normal,1.604694836
7/11/2019,7/11/2019,5,2.5,Quick,30
7/11/2019,7/11/2019,27,8.9,Quick,19.77777778
7/11/2019,8/11/2019,584,17.809,Normal,1.829691781
7/11/2019,7/11/2019,10,6.1,Quick,36.6
7/11/2019,7/11/2019,8,2.4,Quick,18
7/11/2019,7/11/2019,33,9.1,Quick,16.54545455
7/11/2019,7/11/2019,32,18.4,Quick,34.5
7/11/2019,7/11/2019,8,2.5,Quick,18.75
7/11/2019,7/11/2019,26,18,Quick,41.53846154
7/11/2019,7/11/2019,5,2.5,Quick,30
7/11/2019,7/11/2019,166,1.58,Normal,0.571084337
7/11/2019,7/11/2019,31,10.7,Quick,20.70967742
7/11/2019,7/11/2019,44,0.41,Normal,0.559090909
7/11/2019,7/11/2019,30,17.3,Quick,34.6
7/11/2019,7/11/2019,32,19.9,Quick,37.3125
7/11/2019,7/11/2019,30,9,Quick,18
7/11/2019,7/11/2019,17,5.9,Quick,20.82352941
7/11/2019,7/11/2019,26,11.9,Quick,27.46153846
7/11/2019,7/11/2019,46,17.8,Quick,23.2173913
7/11/2019,7/11/2019,28,19.6,Quick,42
7/11/2019,7/11/2019,35,20.8,Quick,35.65714286
7/11/2019,7/11/2019,13,8.7,Quick,40.15384615
7/11/2019,7/11/2019,16,7.1,Quick,26.625
7/11/2019,7/11/2019,7,3.9,Quick,33.42857143
7/11/2019,7/11/2019,28,12.7,Quick,27.21428571
7/11/2019,7/11/2019,22,5.4,Quick,14.72727273
7/11/2019,7/11/2019,29,7.5,Quick,15.51724138
7/11/2019,7/11/2019,42,23.1,Quick,33
7/11/2019,7/11/2019,26,9.8,Quick,22.61538462
7/11/2019,7/11/2019,12,7.3,Quick,36.5
7/11/2019,7/11/2019,15,3.3,Quick,13.2
7/11/2019,7/11/2019,26,6.6,Quick,15.23076923
7/11/2019,7/11/2019,14,8.6,Quick,36.85714286
7/11/2019,7/11/2019,19,1.1,Quick,3.473684211
7/11/2019,7/11/2019,41,28.6,Quick,41.85365854
7/11/2019,7/11/2019,38,26.1,Quick,41.21052632
7/11/2019,7/11/2019,31,21.9,Quick,42.38709677
7/11/2019,7/11/2019,33,1.2,Normal,2.181818182
7/11/2019,7/11/2019,12,6.2,Quick,31
7/11/2019,7/11/2019,50,1.57,Normal,1.884
7/11/2019,7/11/2019,13,8.4,Quick,38.76923077
7/11/2019,7/11/2019,43,27.4,Quick,38.23255814
7/11/2019,7/11/2019,17,7.7,Quick,27.17647059
7/11/2019,7/11/2019,52,21.6,Quick,24.92307692
7/11/2019,7/11/2019,32,6,Quick,11.25
7/11/2019,7/11/2019,32,18.8,Quick,35.25
7/11/2019,7/11/2019,21,8.8,Quick,25.14285714
7/11/2019,7/11/2019,30,14,Quick,28
7/11/2019,7/11/2019,26,1.9,Quick,4.384615385
7/11/2019,7/11/2019,257,2.97,Normal,0.693385214
7/11/2019,7/11/2019,17,8.5,Quick,30
7/11/2019,7/11/2019,23,11.7,Quick,30.52173913
7/11/2019,7/11/2019,33,7.4,Quick,13.45454545
7/11/2019,7/11/2019,32,6,Quick,11.25
7/11/2019,7/11/2019,24,5.9,Quick,14.75
7/11/2019,7/11/2019,65,2.55,Normal,2.353846154
7/11/2019,7/11/2019,21,1.4,Quick,4
7/11/2019,7/11/2019,48,19,Quick,23.75
7/11/2019,7/11/2019,25,5,Quick,12
7/11/2019,7/11/2019,23,10.2,Quick,26.60869565
7/11/2019,7/11/2019,54,18.9,Quick,21
7/11/2019,7/11/2019,64,3.51,Normal,3.290625
7/11/2019,7/11/2019,62,2.73,Normal,2.641935484
7/11/2019,7/11/2019,23,11.3,Quick,29.47826087
7/11/2019,7/11/2019,12,7.5,Quick,37.5
7/11/2019,7/11/2019,63,27.2,Quick,25.9047619
7/11/2019,7/11/2019,28,17.8,Quick,38.14285714
7/11/2019,7/11/2019,51,1.1,Normal,1.294117647
7/11/2019,7/11/2019,20,4.9,Quick,14.7
7/11/2019,7/11/2019,32,10.9,Quick,20.4375
7/11/2019,7/11/2019,37,26.3,Quick,42.64864865
7/11/2019,7/11/2019,40,14.1,Quick,21.15
7/11/2019,7/11/2019,25,11.3,Quick,27.12
7/11/2019,7/11/2019,225,6.89,Normal,1.837333333
7/11/2019,7/11/2019,28,7.3,Quick,15.64285714
7/11/2019,7/11/2019,18,5.8,Quick,19.33333333
7/11/2019,7/11/2019,33,8.8,Quick,16
7/11/2019,7/11/2019,49,1.56,Normal,1.910204082
7/11/2019,7/11/2019,22,4.5,Quick,12.27272727
7/11/2019,7/11/2019,11,6.4,Quick,34.90909091
7/11/2019,7/11/2019,33,15,Quick,27.27272727
7/11/2019,7/11/2019,22,7.2,Quick,19.63636364
7/11/2019,7/11/2019,26,9.5,Quick,21.92307692
7/11/2019,7/11/2019,11,6.5,Quick,35.45454545
7/11/2019,7/11/2019,11,0.5,Quick,2.727272727
7/11/2019,7/11/2019,25,6.9,Quick,16.56
7/11/2019,7/11/2019,18,7.4,Quick,24.66666667
7/11/2019,7/11/2019,137,3.82,Normal,1.672992701
7/11/2019,7/11/2019,36,21.2,Quick,35.33333333
7/11/2019,7/11/2019,29,13.3,Quick,27.51724138
7/11/2019,7/11/2019,27,8.4,Quick,18.66666667
7/11/2019,7/11/2019,29,2,Quick,4.137931034
7/11/2019,7/11/2019,45,6.7,Quick,8.933333333
7/11/2019,7/11/2019,112,6.2,Quick,3.321428571
7/11/2019,7/11/2019,32,9,Quick,16.875
7/11/2019,7/11/2019,27,6.4,Quick,14.22222222
7/11/2019,7/11/2019,34,19.5,Quick,34.41176471
7/11/2019,7/11/2019,15,5.8,Quick,23.2
7/11/2019,7/11/2019,21,3,Quick,8.571428571
7/11/2019,7/11/2019,23,7.6,Quick,19.82608696
7/11/2019,7/11/2019,26,4.7,Quick,10.84615385
7/11/2019,7/11/2019,20,0.55,Normal,1.65
7/11/2019,7/11/2019,22,6.1,Quick,16.63636364
7/11/2019,7/11/2019,117,2.56,Normal,1.312820513
7/11/2019,7/11/2019,124,3.47,Normal,1.679032258
7/11/2019,7/11/2019,27,7.4,Quick,16.44444444
7/11/2019,7/11/2019,31,7.2,Quick,13.93548387
7/11/2019,7/11/2019,25,13.6,Quick,32.64
7/11/2019,7/11/2019,28,4.8,Quick,10.28571429
7/11/2019,7/11/2019,21,6.4,Quick,18.28571429
7/11/2019,7/11/2019,45,16,Quick,21.33333333
7/11/2019,7/11/2019,13,6.9,Quick,31.84615385
7/11/2019,7/11/2019,41,9.4,Quick,13.75609756
7/11/2019,7/11/2019,37,8,Quick,12.97297297
7/11/2019,7/11/2019,27,15.3,Quick,34
7/11/2019,7/11/2019,25,11.5,Quick,27.6
7/11/2019,7/11/2019,33,13.5,Quick,24.54545455
7/11/2019,7/11/2019,36,6.3,Quick,10.5
7/11/2019,7/11/2019,21,12.2,Quick,34.85714286
7/11/2019,7/11/2019,19,12.4,Quick,39.15789474
7/11/2019,7/11/2019,9,2,Quick,13.33333333
7/11/2019,7/11/2019,12,1.1,Quick,5.5
7/11/2019,7/11/2019,25,10.3,Quick,24.72
7/11/2019,7/11/2019,10,5,Quick,30
7/11/2019,7/11/2019,22,13.2,Quick,36
7/11/2019,7/11/2019,55,31.3,Quick,34.14545455
7/11/2019,7/11/2019,44,22.8,Quick,31.09090909
7/11/2019,7/11/2019,39,14.3,Quick,22
7/11/2019,7/11/2019,26,7,Quick,16.15384615
6/11/2019,7/11/2019,43,31.2,Quick,43.53488372
6/11/2019,7/11/2019,66,21.3,Quick,19.36363636
6/11/2019,6/11/2019,25,6.6,Quick,15.84
6/11/2019,6/11/2019,21,12.6,Quick,36
6/11/2019,6/11/2019,37,25.6,Quick,41.51351351
6/11/2019,6/11/2019,31,19.2,Quick,37.16129032
6/11/2019,6/11/2019,21,7,Quick,20
6/11/2019,6/11/2019,20,6.7,Quick,20.1
6/11/2019,6/11/2019,15,7.7,Quick,30.8
6/11/2019,6/11/2019,6,2.9,Quick,29
6/11/2019,7/11/2019,608,19.02,Normal,1.876973684
6/11/2019,6/11/2019,17,11.2,Quick,39.52941176
6/11/2019,6/11/2019,8,4.3,Quick,32.25
6/11/2019,6/11/2019,32,18.1,Quick,33.9375
6/11/2019,6/11/2019,21,0.61,Normal,1.742857143
6/11/2019,6/11/2019,90,2.4,Normal,1.6
6/11/2019,6/11/2019,38,18.5,Quick,29.21052632
6/11/2019,6/11/2019,12,3,Quick,15
6/11/2019,6/11/2019,31,9.6,Quick,18.58064516
6/11/2019,6/11/2019,41,3.448,Normal,5.045853659
6/11/2019,6/11/2019,20,5.8,Quick,17.4
6/11/2019,6/11/2019,51,30.9,Quick,36.35294118
6/11/2019,6/11/2019,36,6.9,Quick,11.5
6/11/2019,6/11/2019,23,5.2,Quick,13.56521739
6/11/2019,6/11/2019,32,22.6,Quick,42.375
6/11/2019,6/11/2019,71,33,Quick,27.88732394
6/11/2019,6/11/2019,14,1.5,Quick,6.428571429
6/11/2019,6/11/2019,33,18.2,Quick,33.09090909
6/11/2019,6/11/2019,29,3.5,Quick,7.24137931
6/11/2019,6/11/2019,19,4.4,Quick,13.89473684
6/11/2019,6/11/2019,38,10.4,Quick,16.42105263
6/11/2019,6/11/2019,11,0.36,Normal,1.963636364
6/11/2019,6/11/2019,21,3.4,Quick,9.714285714
6/11/2019,6/11/2019,32,16.4,Quick,30.75
6/11/2019,6/11/2019,32,14.8,Quick,27.75
6/11/2019,6/11/2019,34,22,Quick,38.82352941
6/11/2019,6/11/2019,23,9.8,Quick,25.56521739
6/11/2019,6/11/2019,33,3.5,Quick,6.363636364
6/11/2019,6/11/2019,7,2.9,Quick,24.85714286
6/11/2019,6/11/2019,76,2.1,Normal,1.657894737
6/11/2019,6/11/2019,28,12.6,Quick,27
6/11/2019,6/11/2019,32,10.5,Quick,19.6875
6/11/2019,6/11/2019,32,21,Quick,39.375
6/11/2019,6/11/2019,34,23.9,Quick,42.17647059
6/11/2019,6/11/2019,80,1.88,Normal,1.41
6/11/2019,6/11/2019,28,7.7,Quick,16.5
6/11/2019,6/11/2019,52,12.7,Quick,14.65384615
6/11/2019,6/11/2019,27,16.4,Quick,36.44444444
6/11/2019,6/11/2019,63,43.5,Quick,41.42857143
6/11/2019,6/11/2019,136,4.32,Normal,1.905882353
6/11/2019,6/11/2019,25,11.2,Quick,26.88
6/11/2019,6/11/2019,40,5.2,Quick,7.8
6/11/2019,6/11/2019,49,1.96,Normal,2.4
6/11/2019,6/11/2019,46,21.1,Quick,27.52173913
6/11/2019,6/11/2019,21,13.6,Quick,38.85714286
6/11/2019,6/11/2019,12,7.1,Quick,35.5
6/11/2019,6/11/2019,11,6.1,Quick,33.27272727
6/11/2019,6/11/2019,5,1.5,Quick,18
6/11/2019,6/11/2019,47,16.5,Quick,21.06382979
6/11/2019,6/11/2019,61,28.6,Quick,28.13114754
6/11/2019,6/11/2019,10,4.7,Quick,28.2
6/11/2019,6/11/2019,35,16.4,Quick,28.11428571
6/11/2019,6/11/2019,17,1.8,Quick,6.352941176
6/11/2019,6/11/2019,48,15.7,Quick,19.625
6/11/2019,6/11/2019,13,4.4,Quick,20.30769231
6/11/2019,6/11/2019,46,6.5,Quick,8.47826087
6/11/2019,6/11/2019,25,4.2,Quick,10.08
6/11/2019,6/11/2019,34,23.8,Quick,42
6/11/2019,6/11/2019,26,16,Quick,36.92307692
6/11/2019,6/11/2019,19,8.1,Quick,25.57894737
6/11/2019,6/11/2019,47,16.3,Quick,20.80851064
6/11/2019,6/11/2019,22,11.9,Quick,32.45454545
6/11/2019,6/11/2019,32,17.4,Quick,32.625
6/11/2019,6/11/2019,15,5.5,Quick,22
6/11/2019,6/11/2019,31,3.5,Quick,6.774193548
6/11/2019,6/11/2019,34,5.8,Quick,10.23529412
6/11/2019,6/11/2019,37,10.3,Quick,16.7027027
6/11/2019,6/11/2019,25,6.9,Quick,16.56
6/11/2019,6/11/2019,20,1.1,Quick,3.3
6/11/2019,6/11/2019,162,7.35,Normal,2.722222222
6/11/2019,6/11/2019,31,18,Quick,34.83870968
6/11/2019,6/11/2019,40,1.76,Normal,2.64
6/11/2019,6/11/2019,59,39.3,Quick,39.96610169
6/11/2019,6/11/2019,48,9,Quick,11.25
6/11/2019,6/11/2019,38,22.5,Quick,35.52631579
6/11/2019,6/11/2019,7,0.22,Normal,1.885714286
6/11/2019,6/11/2019,19,10.4,Quick,32.84210526
6/11/2019,6/11/2019,128,4.473,Normal,2.09671875
6/11/2019,6/11/2019,16,1.3,Quick,4.875
6/11/2019,6/11/2019,18,3.7,Quick,12.33333333
6/11/2019,6/11/2019,38,22.7,Quick,35.84210526
6/11/2019,6/11/2019,44,12,Quick,16.36363636
6/11/2019,6/11/2019,31,21.9,Quick,42.38709677
6/11/2019,6/11/2019,5,1,Quick,12
6/11/2019,6/11/2019,25,9.6,Quick,23.04
6/11/2019,6/11/2019,30,2.4,Quick,4.8
6/11/2019,6/11/2019,8,4.5,Quick,33.75
6/11/2019,6/11/2019,25,7.1,Quick,17.04
6/11/2019,6/11/2019,17,10.8,Quick,38.11764706
6/11/2019,6/11/2019,43,14.8,Quick,20.65116279
6/11/2019,6/11/2019,36,9.1,Quick,15.16666667
6/11/2019,6/11/2019,25,6.4,Quick,15.36
6/11/2019,6/11/2019,21,5,Quick,14.28571429
6/11/2019,6/11/2019,32,23.4,Quick,43.875
6/11/2019,6/11/2019,32,14.7,Quick,27.5625
6/11/2019,6/11/2019,33,15.5,Quick,28.18181818
6/11/2019,6/11/2019,39,9.5,Quick,14.61538462
6/11/2019,6/11/2019,18,1.1,Quick,3.666666667
6/11/2019,6/11/2019,21,6.3,Quick,18
6/11/2019,6/11/2019,29,1.6,Quick,3.310344828
6/11/2019,6/11/2019,21,1.2,Quick,3.428571429
6/11/2019,6/11/2019,14,3.8,Quick,16.28571429
6/11/2019,6/11/2019,37,24,Quick,38.91891892
6/11/2019,6/11/2019,21,1.2,Quick,3.428571429
6/11/2019,6/11/2019,30,20.8,Quick,41.6
6/11/2019,6/11/2019,27,7.6,Quick,16.88888889
6/11/2019,6/11/2019,23,12.2,Quick,31.82608696
6/11/2019,6/11/2019,25,1.4,Quick,3.36
6/11/2019,6/11/2019,15,0.8,Quick,3.2
6/11/2019,6/11/2019,47,9.6,Quick,12.25531915
6/11/2019,6/11/2019,29,13.2,Quick,27.31034483
6/11/2019,6/11/2019,84,2.27,Normal,1.621428571
6/11/2019,6/11/2019,26,13.6,Quick,31.38461538
6/11/2019,6/11/2019,17,5.2,Quick,18.35294118
6/11/2019,6/11/2019,24,6.6,Quick,16.5
6/11/2019,6/11/2019,25,6.6,Quick,15.84
6/11/2019,6/11/2019,55,18.6,Quick,20.29090909
6/11/2019,6/11/2019,30,16.8,Quick,33.6
6/11/2019,6/11/2019,30,3.5,Quick,7
6/11/2019,6/11/2019,10,2,Quick,12
6/11/2019,6/11/2019,15,1.3,Quick,5.2
6/11/2019,6/11/2019,25,11,Quick,26.4
6/11/2019,6/11/2019,45,6.5,Quick,8.666666667
6/11/2019,6/11/2019,39,7.7,Quick,11.84615385
6/11/2019,6/11/2019,10,5.4,Quick,32.4
6/11/2019,6/11/2019,10,5.8,Quick,34.8
6/11/2019,6/11/2019,9,5,Quick,33.33333333
6/11/2019,6/11/2019,9,5.2,Quick,34.66666667
6/11/2019,6/11/2019,34,16.5,Quick,29.11764706
6/11/2019,6/11/2019,37,17.1,Quick,27.72972973
6/11/2019,6/11/2019,6,2.3,Quick,23
6/11/2019,6/11/2019,47,12.4,Quick,15.82978723
5/11/2019,6/11/2019,21,13.1,Quick,37.42857143
5/11/2019,6/11/2019,48,25.7,Quick,32.125
5/11/2019,6/11/2019,41,19.9,Quick,29.12195122
5/11/2019,5/11/2019,31,22.9,Quick,44.32258065
5/11/2019,5/11/2019,21,14.9,Quick,42.57142857
5/11/2019,5/11/2019,30,14.2,Quick,28.4
5/11/2019,5/11/2019,70,49.9,Quick,42.77142857
5/11/2019,5/11/2019,50,33.6,Quick,40.32
5/11/2019,5/11/2019,31,16,Quick,30.96774194
5/11/2019,5/11/2019,19,5.8,Quick,18.31578947
5/11/2019,5/11/2019,49,20.6,Quick,25.2244898
5/11/2019,5/11/2019,27,12.2,Quick,27.11111111
5/11/2019,5/11/2019,6,3.4,Quick,34
5/11/2019,5/11/2019,15,5.5,Quick,22
5/11/2019,5/11/2019,21,3.9,Quick,11.14285714
5/11/2019,5/11/2019,14,8.4,Quick,36
5/11/2019,5/11/2019,14,1.1,Quick,4.714285714
5/11/2019,5/11/2019,18,12,Quick,40
5/11/2019,6/11/2019,594,19.542,Normal,1.973939394
5/11/2019,5/11/2019,8,1,Quick,7.5
5/11/2019,5/11/2019,38,23.2,Quick,36.63157895
5/11/2019,5/11/2019,12,5.8,Quick,29
5/11/2019,5/11/2019,24,7,Quick,17.5
5/11/2019,5/11/2019,41,14.5,Quick,21.2195122
