X,Y,ObjectId,OperatorInfo,OperatorInfoWebsite,UsageType,MembershipRequired,PayAtLocation,KeyRequired,StatusType,AddressSpecs,AddressInfo,City,latitude,Longitude,Connections,NumberOfPoints,GlobalID
1836672.3869,6311869.372,31,(Unknown Operator),Unknown,Public - Notice Required,False,False,False,Operational,"Teplárny Brno, a.s. - nabíjecí stanice",Říčanská 1448/18,Brno,49.2176283463608,16.4991087706139,"[{'Amps': None, 'Voltage': None, 'PowerKW': 100.0, 'Quantity': 1, 'ConnectionType': 'CCS (Type 2)', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': None, 'Voltage': None, 'PowerKW': 100.0, 'Quantity': 1, 'ConnectionType': 'CHAdeMO', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}]",2,{9F4035EA-FC71-4742-BAFC-3070FC602382}
1834079.6949,6306194.5291,32,(Business Owner at Location),Unknown,Public,Unknown,Unknown,Unknown,Operational,Hotel Victory,Vintrovna 35/443,Popůvky,49.1843189410624,16.4758182221069,"[{'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}]",1,{BDA55B31-3B54-4648-B796-74AF73176177}
1834064.2055,6306110.724,33,OlifeEnergy,https://olife-energy.net/,Public,Unknown,Unknown,Unknown,Operational, Hotel Victory D1,Vintrovna 443/35,Unknown,49.1838268652156,16.4756790783961,"[{'Amps': 32, 'Voltage': 230, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Tethered Connector) ', 'StatusType': 'Operational', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}, {'Amps': 32, 'Voltage': 230, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 1 (J1772)', 'StatusType': 'Operational', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}]",2,{4F06FA69-7D56-4B86-97FB-C2BE556EB9C9}
1834117.9641,6306120.4545,34,OlifeEnergy,https://olife-energy.net/,Public,Unknown,Unknown,Unknown,Operational,Hotel Victory D1,Vintrovna 443/35,664 41  Popůvky,49.183884,16.476162,"[{'Amps': 32, 'Voltage': 230, 'PowerKW': 22.0, 'Quantity': '1', 'ConnectionType': 'Type 1 (J1772)', 'StatusType': 'Unknown', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}, {'Amps': 32, 'Voltage': 230, 'PowerKW': 22.0, 'Quantity': '1', 'ConnectionType': 'Type 1 (J1772)', 'StatusType': 'Unknown', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}]",,{FA21199D-0281-40E3-88D6-25709616C694}
1834117.9641,6306120.4545,35,OlifeEnergy,https://olife-energy.net/,Public,Unknown,Unknown,Unknown,Operational,Hotel Victory D1,Vintrovna 443/35,664 41  Popůvky,49.183884,16.476162,"[{'Amps': 32, 'Voltage': 230, 'PowerKW': 22.0, 'Quantity': 2, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Unknown', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}, {'Amps': 32, 'Voltage': 230, 'PowerKW': 22.0, 'Quantity': 2, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Unknown', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}]",2,{085F6472-19D2-43D4-A541-0930DBE79996}
1826696.5051,6311512.2461,36,ČEZ,http://www.elektromobilita.cz/,Public - Membership Required,True,False,True,Operational,JEREX Ostrovačice,Vevěří 210,Ostrovačice,49.2155328,16.4094939,"[{'Amps': None, 'Voltage': None, 'PowerKW': 50.0, 'Quantity': 2, 'ConnectionType': 'CHAdeMO', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': None, 'Voltage': None, 'PowerKW': 50.0, 'Quantity': 2, 'ConnectionType': 'CCS (Type 2)', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 2, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}]",1,{810853E3-C653-430A-932B-0D61E2933113}
1827068.1564,6311966.4216,37,E.ON (CZ),http://www.ekobonus.cz/ekologicka-doprava/elektromobilita,Public,Unknown,Unknown,Unknown,Operational,EON Ostrovačice,Veveří 212,Ostrovačice,49.2181978,16.4128325,"[{'Amps': None, 'Voltage': None, 'PowerKW': 50.0, 'Quantity': 1, 'ConnectionType': 'CHAdeMO', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': None, 'Voltage': None, 'PowerKW': 50.0, 'Quantity': 1, 'ConnectionType': 'CCS (Type 2)', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': 64, 'Voltage': 400, 'PowerKW': 43.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': True}]",1,{D7F9EB91-581D-4918-92F4-54E6985589F8}
1849541.0569,6292886.9579,38,(Business Owner at Location),Unknown,Public,Unknown,Unknown,Unknown,Operational,Jaromír Marušinec,Popovice 64,Popovice,49.10612,16.61471,"[{'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'CEE 5 Pin', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}, {'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}, {'Amps': 16, 'Voltage': 230, 'PowerKW': 3.6, 'Quantity': 2, 'ConnectionType': 'CEE 7/5', 'StatusType': 'Operational', 'CurrentType': 'AC (Single-Phase)', 'IsFastChargeCapable': False}]",1,{686A117C-8F21-4F29-A5D2-B79D06267D25}
1851319.9423,6298371.7341,39,Tesla (Tesla-only charging),http://www.teslamotors.com,Public - Membership Required,True,False,True,Operational,Brno Supercharger,U Dálnice 777,Brno,49.138365,16.63069,"[{'Amps': None, 'Voltage': None, 'PowerKW': 120.0, 'Quantity': 4, 'ConnectionType': 'Tesla Supercharger', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}]",4,{40EB4C0C-6D3B-40E8-ACF7-EFBC49A38ACD}
1851682.8439,6298241.2283,40,Tesla (Tesla-only charging),http://www.teslamotors.com,Public - Membership Required,True,False,True,Operational,Olympia Brno Shopping Center,Olympia Brno 777,Modrice,49.137598,16.63395,"[{'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'Quantity': 1, 'ConnectionType': 'Tesla (Model S/X)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}]",4,{C2151667-ECC2-4425-87BE-0F8C90FE4463}
1854605.1121,6302484.6895,41,PRE (cz),https://www.pre.cz/cs/profil-spolecnosti/dalsi-aktivity-pre/premobilita/,Public - Membership Required,True,False,True,Operational,OMV D1 Brno Ivanovice,Dálnice D1 OMV Brno Ivanovice,Brno,49.1625313107811,16.6602011823338,"[{'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}, {'Amps': 16, 'Voltage': 230, 'PowerKW': 3.6, 'Quantity': 1, 'ConnectionType': 'CHAdeMO', 'StatusType': 'Operational', 'CurrentType': 'AC (Single-Phase)', 'IsFastChargeCapable': False}, {'Amps': 32, 'Voltage': 400, 'PowerKW': 50.0, 'Quantity': 1, 'ConnectionType': 'CCS (Type 1)', 'StatusType': 'Operational', 'CurrentType': 'Unknown', 'IsFastChargeCapable': False}]",1,{53EB9630-598F-4641-9327-7E5EC61D2409}
1856943.179,6303537.1212,42,(Business Owner at Location),Unknown,Public,Unknown,Unknown,Unknown,Operational,Schrack Brno,Tuřanka 115,Brno,49.1687131432333,16.6812043942518,"[{'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'CEE 5 Pin', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}, {'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'Quantity': 1, 'ConnectionType': 'CEE 5 Pin', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}, {'Amps': 16, 'Voltage': 230, 'PowerKW': 3.6, 'Quantity': 2, 'ConnectionType': 'CEE 7/4 - Schuko - Type F', 'StatusType': 'Operational', 'CurrentType': 'AC (Single-Phase)', 'IsFastChargeCapable': False}]",1,{808ACE4C-E34F-4DE9-9637-20B27C14242D}
1858060.9943,6301237.4832,43,E.ON (CZ),http://www.ekobonus.cz/ekologicka-doprava/elektromobilita,Public,Unknown,Unknown,Unknown,Operational,Letiště Brno,Tuřany  904/1,Brno,49.1552044009321,16.6912459004194,"[{'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}, {'Amps': 16, 'Voltage': 230, 'PowerKW': 3.68, 'Quantity': 1, 'ConnectionType': 'CEE 7/5', 'StatusType': 'Operational', 'CurrentType': 'AC (Single-Phase)', 'IsFastChargeCapable': False}]",1,{A9F16923-EF9E-4017-858F-34B9512B7419}
1857988.9146,6305902.7556,44,ČEZ,http://www.elektromobilita.cz/,Public - Membership Required,True,False,True,Operational,J.P.N. Cars Brno,Hviezdoslavova 57,Brno,49.182605722711,16.6905983974839,"[{'Amps': None, 'Voltage': None, 'PowerKW': 50.0, 'Quantity': 1, 'ConnectionType': 'CHAdeMO', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': None, 'Voltage': None, 'PowerKW': 50.0, 'Quantity': '1', 'ConnectionType': 'CCS (Type 2)', 'StatusType': 'Operational', 'CurrentType': 'DC', 'IsFastChargeCapable': True}, {'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'Quantity': 1, 'ConnectionType': 'Type 2 (Socket Only)', 'StatusType': 'Operational', 'CurrentType': 'AC (Three-Phase)', 'IsFastChargeCapable': False}]",1,{60FA3A23-8AD9-4ED0-840A-36D7335630AB}
1865012.3445,6311722.0273,45,(Business Owner at Location),Unknown,Public,Unknown,Unknown,Unknown,Operational,Michal Richtr izolační skla,"Mokrá	349",Mokrá-Horákov,49.2167637666406,16.7536909411451,"[{'Amps': 16, 'Voltage': 230, 'PowerKW': 3.6, 'Quantity': 1, 'ConnectionType': 'Type 1 (J1772)', 'StatusType': 'Operational', 'CurrentType': 'AC (Single-Phase)', 'IsFastChargeCapable': False}]",1,{F2A332B2-FDBA-491D-9737-E5ACFE561780}
